,price,yellow_card_champ,yellow_card_cup,goal_continent,assist_continent,yellow_card_continent,score_goal_cup,score_goal_champ,score_goals_selection,score_assist_cup,score_assist_champ,score_selections_nation
3436,300000.0,30.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,11.0,1.0
2485,750000.0,10.0,0.0,4.0,1.0,2.0,2.0,19.0,0.0,1.0,22.0,6.0
6681,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7203,100000.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4446,800000.0,103.0,4.0,0.0,1.0,7.0,0.0,14.0,0.0,1.0,3.0,1.0
5672,200000.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,9.0
9084,150000.0,69.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,1.0
4489,30000000.0,13.0,3.0,7.0,2.0,4.0,4.0,21.0,3.0,6.0,38.0,14.0
10471,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,65000000.0,13.0,0.0,3.0,4.0,2.0,0.0,43.0,0.0,0.0,21.0,2.0
9404,800000.0,47.0,0.0,1.0,0.0,4.0,0.0,9.0,0.0,0.0,8.0,8.0
5750,175000.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,9.0,5.0
9985,150000.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8390,1100000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
4547,18000000.0,24.0,1.0,1.0,2.0,2.0,2.0,34.0,1.0,3.0,21.0,2.0
11436,200000.0,12.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,3.0,21.0,0.0
6339,175000.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,2.0
5191,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6114,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12184,75000.0,25.0,3.0,1.0,1.0,3.0,5.0,15.0,0.0,4.0,17.0,3.0
3044,250000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10527,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,1250000.0,46.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,5.0,1.0
6136,225000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
8116,1500000.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2763,350000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5003,100000.0,43.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0
1442,20000.0,24.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,40.0,0.0
10543,125000.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,3.0
6181,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9678,75000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8633,2000000.0,49.0,3.0,1.0,3.0,2.0,1.0,6.0,0.0,0.0,6.0,21.0
7153,700000.0,86.0,0.0,4.0,2.0,2.0,1.0,68.0,2.0,2.0,42.0,25.0
7116,150000.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
1520,300000.0,12.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,2.0
2788,1500000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
3745,900000.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,8.0,7.0
1665,50000.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
10793,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,22000000.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,7.0
3383,600000.0,28.0,3.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,3.0,0.0
7930,700000.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0
3009,200000.0,111.0,5.0,0.0,0.0,0.0,7.0,123.0,0.0,3.0,58.0,7.0
1930,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10678,75000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
10999,350000.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.0,0.0
559,500000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
12069,25000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,15.0
7563,325000.0,20.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,1.0,16.0,0.0
2704,250000.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0
6966,350000.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
12436,1500000.0,11.0,0.0,1.0,1.0,0.0,1.0,21.0,5.0,3.0,17.0,45.0
3109,1700000.0,25.0,2.0,1.0,3.0,1.0,1.0,20.0,0.0,5.0,49.0,0.0
263,40000000.0,46.0,0.0,2.0,3.0,7.0,0.0,21.0,0.0,0.0,19.0,9.0
7905,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,500000.0,68.0,9.0,4.0,3.0,3.0,7.0,45.0,0.0,4.0,34.0,0.0
8494,1000000.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0
8559,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4096,1250000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5207,25000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,1300000.0,13.0,1.0,0.0,0.0,0.0,5.0,54.0,0.0,2.0,19.0,0.0
3119,650000.0,12.0,2.0,0.0,0.0,0.0,2.0,21.0,0.0,1.0,16.0,0.0
3515,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
9070,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
8408,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
9723,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9232,1000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6579,150000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10947,75000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3011,550000.0,27.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,6.0,12.0
10650,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
7051,750000.0,0.0,5.0,0.0,1.0,0.0,14.0,3.0,0.0,23.0,4.0,8.0
6046,75000.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2343,1250000.0,15.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,9.0
7036,300000.0,3.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0
11490,100000.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5658,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4642,1800000.0,13.0,5.0,1.0,0.0,1.0,1.0,7.0,0.0,5.0,13.0,1.0
7479,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12038,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5755,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7343,150000.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
7515,250000.0,13.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0
9589,75000.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
11146,50000.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0
2800,500000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10131,200000.0,11.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,7.0,0.0
10804,50000.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7894,450000.0,34.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
881,8000000.0,10.0,0.0,0.0,0.0,0.0,5.0,16.0,6.0,7.0,19.0,28.0
1358,175000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1500000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2895,500000.0,45.0,6.0,0.0,0.0,0.0,1.0,9.0,1.0,3.0,19.0,4.0
3929,300000.0,11.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,6.0,9.0
6740,200000.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0
5736,600000.0,14.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,1.0,2.0,2.0
3533,500000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6158,200000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8489,300000.0,17.0,0.0,0.0,5.0,2.0,0.0,22.0,0.0,0.0,14.0,0.0
11910,500000.0,44.0,0.0,4.0,2.0,6.0,2.0,30.0,0.0,2.0,13.0,0.0
7017,250000.0,0.0,13.0,1.0,0.0,1.0,9.0,0.0,0.0,12.0,0.0,0.0
4078,750000.0,31.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6.0,0.0
1268,350000.0,12.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,5.0,1.0
1852,250000.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
5535,150000.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
9616,775000.0,35.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0
1577,200000.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
5989,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850,26000000.0,13.0,8.0,5.0,4.0,1.0,10.0,54.0,2.0,3.0,26.0,17.0
9791,100000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4863,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11247,125000.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0
5064,300000.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,15.0
10477,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4279,400000.0,21.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,10.0,0.0
4080,100000.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7712,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9380,1200000.0,30.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,11.0,0.0
11049,100000.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,22.0
12224,1000000.0,11.0,0.0,1.0,1.0,1.0,2.0,32.0,4.0,2.0,21.0,14.0
7188,200000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
3086,700000.0,61.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,4.0,31.0,6.0
7462,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2188,150000.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7814,700000.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7954,250000.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
7755,250000.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,0.0
1419,400000.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
431,1000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7611,300000.0,22.0,4.0,0.0,0.0,0.0,6.0,69.0,1.0,1.0,27.0,6.0
4188,1000000.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,11.0,0.0
7588,300000.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0
6165,350000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6492,150000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,14000000.0,36.0,4.0,0.0,1.0,3.0,11.0,47.0,0.0,3.0,34.0,4.0
795,600000.0,40.0,4.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,25.0,14.0
10725,25000.0,1.0,0.0,1.0,1.0,1.0,3.0,11.0,6.0,0.0,1.0,28.0
10808,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7382,450000.0,7.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,9.0,0.0
11736,150000.0,9.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,12.0,2.0
454,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11849,1200000.0,41.0,3.0,0.0,0.0,0.0,0.0,39.0,1.0,3.0,46.0,22.0
6096,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10687,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
9944,250000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6151,150000.0,53.0,5.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,6.0,3.0
3077,1500000.0,31.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,6.0,5.0
7526,125000.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
9127,5000000.0,6.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0
10237,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0
649,3000000.0,31.0,0.0,3.0,0.0,2.0,0.0,49.0,9.0,0.0,30.0,59.0
12448,600000.0,12.0,1.0,3.0,0.0,2.0,0.0,8.0,0.0,2.0,4.0,24.0
2965,200000.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4975,200000.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
1698,700000.0,12.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,1.0
2093,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
4448,10000000.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
11768,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12079,100000.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
6210,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9212,800000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9538,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4356,3000000.0,10.0,0.0,4.0,2.0,0.0,2.0,15.0,0.0,0.0,18.0,1.0
11094,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6030,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2176,350000.0,60.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,18.0,1.0
10093,150000.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
3064,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1220,150000.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0
5362,200000.0,21.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,11.0,0.0
3709,1500000.0,21.0,6.0,2.0,2.0,1.0,2.0,13.0,0.0,3.0,24.0,5.0
4516,7000000.0,55.0,5.0,1.0,0.0,2.0,0.0,14.0,0.0,1.0,15.0,0.0
7210,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,200000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,15000000.0,10.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,25.0,13.0
2272,450000.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
11310,400000.0,26.0,3.0,0.0,0.0,0.0,2.0,46.0,2.0,3.0,25.0,42.0
4373,700000.0,20.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0
12641,2000000.0,48.0,1.0,1.0,0.0,1.0,5.0,38.0,0.0,3.0,31.0,0.0
11880,900000.0,5.0,0.0,2.0,2.0,6.0,0.0,8.0,0.0,0.0,0.0,13.0
5030,125000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
10917,100000.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0
9926,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12218,150000.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
7700,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3519,2500000.0,6.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,5.0,4.0,9.0
8181,400000.0,89.0,0.0,0.0,1.0,1.0,0.0,21.0,1.0,0.0,15.0,6.0
10716,75000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4559,3000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3749,3000000.0,37.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0
1962,100000.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
9186,300000.0,95.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,15.0,1.0
231,1000000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6285,500000.0,22.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0
8657,300000.0,108.0,13.0,2.0,0.0,6.0,1.0,40.0,1.0,5.0,30.0,58.0
2020,1750000.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,24.0,2.0
3127,400000.0,23.0,6.0,6.0,1.0,5.0,14.0,50.0,5.0,9.0,38.0,27.0
11093,300000.0,28.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0
7738,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3441,750000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3425,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5837,100000.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5255,600000.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,8.0,1.0
4564,40000000.0,26.0,1.0,11.0,6.0,2.0,2.0,64.0,8.0,0.0,42.0,34.0
3161,400000.0,80.0,5.0,1.0,0.0,1.0,4.0,20.0,0.0,2.0,14.0,6.0
11474,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,450000.0,20.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,5.0,0.0
136,3000000.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
5504,350000.0,15.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,0.0
4971,100000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8097,1800000.0,60.0,0.0,3.0,4.0,6.0,0.0,46.0,3.0,0.0,53.0,19.0
3453,400000.0,70.0,7.0,0.0,0.0,2.0,1.0,8.0,0.0,1.0,14.0,1.0
4405,5000000.0,49.0,1.0,0.0,3.0,9.0,1.0,36.0,25.0,2.0,59.0,152.0
5113,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,200000.0,6.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,16.0,3.0
3835,400000.0,18.0,2.0,0.0,0.0,0.0,3.0,54.0,0.0,0.0,25.0,0.0
12262,3000000.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,11.0,7.0
9987,900000.0,9.0,0.0,3.0,3.0,9.0,0.0,2.0,0.0,0.0,1.0,4.0
6562,300000.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0
1418,100000.0,5.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0
4282,100000.0,71.0,5.0,0.0,0.0,0.0,3.0,74.0,0.0,0.0,20.0,0.0
8339,3000000.0,27.0,0.0,1.0,0.0,0.0,3.0,18.0,1.0,2.0,50.0,40.0
8799,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,200000.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0
3641,800000.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0
8267,1500000.0,22.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,0.0,18.0,23.0
7494,200000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5994,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
216,28000000.0,31.0,6.0,2.0,1.0,9.0,2.0,19.0,0.0,5.0,17.0,29.0
1097,250000.0,29.0,1.0,0.0,0.0,0.0,6.0,41.0,0.0,1.0,24.0,0.0
8442,900000.0,19.0,0.0,1.0,2.0,2.0,1.0,15.0,0.0,1.0,10.0,0.0
3979,500000.0,5.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,9.0,12.0
3928,600000.0,27.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0
3941,1000000.0,38.0,3.0,0.0,0.0,0.0,2.0,17.0,0.0,8.0,21.0,8.0
1785,100000.0,10.0,0.0,0.0,0.0,0.0,2.0,32.0,0.0,2.0,36.0,2.0
7939,300000.0,45.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0
5336,375000.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0
9848,900000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
10338,50000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
962,9000000.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0
10193,500000.0,40.0,9.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,7.0,0.0
10461,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5860,500000.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0
6395,350000.0,33.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,23.0,1.0
28,250000.0,24.0,0.0,1.0,3.0,3.0,3.0,47.0,10.0,1.0,32.0,62.0
6977,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7535,250000.0,10.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,4.0,2.0
7518,200000.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0
2497,400000.0,60.0,1.0,0.0,5.0,2.0,0.0,56.0,10.0,0.0,84.0,75.0
9295,2500000.0,35.0,5.0,10.0,3.0,12.0,4.0,41.0,0.0,9.0,24.0,2.0
12703,900000.0,33.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,13.0,0.0
8881,300000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5481,600000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8404,300000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9136,750000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1382,50000.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0
4862,500000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1290,150000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2619,300000.0,114.0,2.0,0.0,0.0,0.0,1.0,70.0,0.0,1.0,68.0,0.0
7786,400000.0,15.0,0.0,0.0,1.0,0.0,3.0,46.0,0.0,0.0,13.0,0.0
3247,450000.0,56.0,2.0,0.0,0.0,0.0,2.0,19.0,0.0,1.0,25.0,1.0
2949,550000.0,28.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,10.0,1.0
12124,700000.0,16.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,16.0,0.0
4145,750000.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
265,28000000.0,77.0,7.0,3.0,4.0,11.0,7.0,26.0,0.0,9.0,36.0,2.0
