iter	RMSE
1665	3893886.115
1666	3892822.482
1667	3891997.674
1668	3890724.526
1669	3889757.409
1670	3888845.271
1671	3887920.434
1672	3887119.547
1673	3886011.82
1674	3884945.574
1675	3883924.466
1676	3882693.363
1677	3881822.533
1678	3880930.516
1679	3879952.031
1680	3879064.419
1681	3878149.082
1682	3877092.075
1683	3876321.833
1684	3875326.493
1685	3874376.709
1686	3873322.906
1687	3872534.287
1688	3871464.798
1689	3870307.7
1690	3869269.922
1691	3868312.64
1692	3867293.586
1693	3866289.495
1694	3865327.755
1695	3864334.237
1696	3863305.601
1697	3862247.687
1698	3861209.13
1699	3860303.999
1700	3859446.173
1701	3858215.88
1702	3857106.088
1703	3856180.3
1704	3855169.826
1705	3853942.558
1706	3852984.435
1707	3851827.116
1708	3850858.407
1709	3849742.301
1710	3848700.391
1711	3847642.14
1712	3846529.795
1713	3845725.049
1714	3844800.017
1715	3843868.672
1716	3842767.969
1717	3841742.293
1718	3840577.845
1719	3839431.614
1720	3838284.239
1721	3837200.215
1722	3836178.499
1723	3835006.981
1724	3834142.628
1725	3832926.913
1726	3831975.227
1727	3830955.829
1728	3829875.881
1729	3828678.625
1730	3827633.816
1731	3826781.018
1732	3825690.772
1733	3824749.048
1734	3823878.661
1735	3822606.016
1736	3821651.739
1737	3820704.412
1738	3819773.694
1739	3818703.227
1740	3817851.444
1741	3816753.331
1742	3815756.691
1743	3814829.933
1744	3813935.82
1745	3813072.541
1746	3812170.354
1747	3810945.69
1748	3809706.064
1749	3808507.197
1750	3807562.71
1751	3806586.187
1752	3805635.015
1753	3804602.471
1754	3803540.266
1755	3802783.346
1756	3801481.879
1757	3800343.536
1758	3799338.989
1759	3798377.674
1760	3797245.77
1761	3796302.157
1762	3795353.463
1763	3794327.228
1764	3793401.871
1765	3792465.107
1766	3791373.877
1767	3790493.92
1768	3789396.365
1769	3788644.854
1770	3787657.077
1771	3786563.743
1772	3785538.457
1773	3784318.847
1774	3783248.36
1775	3782366.511
1776	3781554.938
1777	3780555.36
1778	3779718.489
1779	3778692.279
1780	3777921.787
1781	3776932.461
1782	3775897.812
1783	3774954.146
1784	3774068.106
1785	3773132.152
1786	3772110.299
1787	3771096.745
1788	3770244.602
1789	3769297.603
1790	3768284.336
1791	3767110.656
1792	3766071.149
1793	3765079.487
1794	3764170.997
1795	3763152.181
1796	3762283.103
1797	3761193.931
1798	3760297.189
1799	3759391.489
1800	3758499.384
1801	3757763.37
1802	3756765.514
1803	3755820.976
1804	3754909.194
1805	3753893.564
1806	3752975.387
1807	3751831.362
1808	3750748.73
1809	3749792.471
1810	3748760.763
1811	3747810.144
1812	3746849.481
1813	3745890.176
1814	3744804.536
1815	3744100.287
1816	3743020.769
1817	3742187.613
1818	3741168.113
1819	3740236.443
1820	3739202.919
1821	3738246.449
1822	3737198.283
1823	3736113.94
1824	3734944.416
1825	3733867.579
1826	3732920.024
1827	3732009.037
1828	3730905.841
1829	3730068.217
1830	3729161.434
1831	3728179.037
1832	3727365.867
1833	3726427.646
1834	3725692.057
1835	3724595.816
1836	3723750.022
1837	3722750.111
1838	3721754.901
1839	3720901.071
1840	3719982.841
1841	3719089.731
1842	3718153.993
1843	3717130.023
1844	3716008.86
1845	3715290.628
1846	3714405.638
1847	3713351.286
1848	3712293.571
1849	3711526.196
1850	3710795.316
1851	3710010.363
1852	3709195.438
1853	3708137.154
1854	3707140.862
1855	3706397.867
1856	3705414.443
1857	3704430.113
1858	3703587.808
1859	3702849.727
1860	3701890.554
1861	3700683.207
1862	3699884.094
1863	3699044.776
1864	3698234.311
1865	3697310.934
1866	3696464.783
1867	3695667.996
1868	3694869.122
1869	3694173.729
1870	3693320.746
1871	3692377.762
1872	3691369.067
1873	3690326.381
1874	3689429.334
1875	3688477.833
1876	3687443.777
1877	3686462.61
1878	3685517.847
1879	3684696.154
1880	3683986.558
1881	3683152.178
1882	3682305.426
1883	3681431.764
1884	3680312.057
1885	3679440.773
1886	3678520.153
1887	3677817.578
1888	3676832.387
1889	3675975.291
1890	3675174.181
1891	3674385.384
1892	3673264.011
1893	3672249.888
1894	3671383.827
1895	3670123.451
1896	3669150.02
1897	3668398.994
1898	3667525.785
1899	3666535.682
1900	3665437.538
1901	3664565.74
1902	3663806.172
1903	3663101.22
1904	3662106.596
1905	3661209.33
1906	3660296.775
1907	3659386.441
1908	3658612.212
1909	3657545.617
1910	3656519.139
1911	3655670.087
1912	3654728.102
1913	3653754.743
1914	3652894.148
1915	3651931.707
1916	3650939.324
1917	3650043.816
1918	3649183.068
1919	3648398.902
1920	3647534.849
1921	3646518.309
1922	3645427.222
1923	3644575.124
1924	3643436.773
1925	3642621.715
1926	3641544.503
1927	3640500.291
1928	3639562.599
1929	3638627.468
1930	3637791.826
1931	3636731.226
1932	3635800.689
1933	3634835.825
1934	3634124.331
1935	3633181.872
1936	3632395.019
1937	3631632.978
1938	3630595.904
1939	3629558.944
1940	3628735.946
1941	3627857.718
1942	3627145.5
1943	3626312.969
1944	3625419.09
1945	3624469.729
1946	3623562.461
1947	3622867.861
1948	3621969.327
1949	3620988.507
1950	3620039.433
1951	3619163.919
1952	3618076.227
1953	3617251.695
1954	3616244.103
1955	3615301.852
1956	3614352.838
1957	3613466.893
1958	3612493.7
1959	3611762.839
1960	3611018.413
1961	3610152.035
1962	3609270.384
1963	3608344.085
1964	3607503.595
1965	3606488.538
1966	3605379.918
1967	3604448.512
1968	3603755.186
1969	3602923.504
1970	3602162.396
1971	3601395.041
1972	3600532.657
1973	3599713.608
1974	3598800.179
1975	3597931.61
1976	3596959.446
1977	3596027.32
1978	3595115.537
1979	3594285.165
1980	3593364.959
1981	3592320.556
1982	3591379.582
1983	3590727.373
1984	3589968.116
1985	3588970.394
1986	3588078.952
1987	3587267.402
1988	3586408.616
1989	3585539.134
1990	3584442.969
1991	3583392.469
1992	3582473.757
1993	3581626.141
1994	3580872.33
1995	3579927.727
1996	3579261.026
1997	3578303.158
1998	3577216.464
1999	3576182.69
2000	3575230.439
2001	3574279.606
2002	3573463.352
2003	3572614.365
2004	3571540.215
2005	3570574.124
2006	3569698.485
2007	3568964.544
2008	3567936.014
2009	3567034.713
2010	3566184.802
2011	3565333.669
2012	3564414.959
2013	3563594.002
2014	3562716.823
2015	3561870.252
2016	3561209.466
2017	3560392.017
2018	3559532.993
2019	3558596.178
2020	3557760.569
2021	3556782.645
2022	3555736.483
2023	3554969.414
2024	3554254.163
2025	3553301.812
2026	3552339.958
2027	3551382.182
2028	3550623.264
2029	3549629.259
2030	3548875.091
2031	3547944.444
2032	3547170.317
2033	3546339.515
2034	3545677.058
2035	3544700.041
2036	3543863.691
2037	3543038.046
2038	3542138.285
2039	3541124.632
2040	3540182.853
2041	3539484.084
2042	3538764.773
2043	3537834.29
2044	3536874.496
2045	3535887.857
2046	3535067.308
2047	3534204.761
2048	3533490.803
2049	3532506.942
2050	3531767.368
2051	3530867.054
2052	3530194.877
2053	3529310.439
2054	3528463.401
2055	3527711.457
2056	3526943.502
2057	3526135.992
2058	3525327.751
2059	3524609.551
2060	3523677.4
2061	3522820.71
2062	3521965.794
2063	3521053.787
2064	3520185.686
2065	3519532.588
2066	3518588.688
2067	3517885.1
2068	3516929.118
2069	3516145.925
2070	3515258.351
2071	3514568.177
2072	3513615.072
2073	3512824.966
2074	3511749.32
2075	3510785.212
2076	3509825.864
2077	3508884.014
2078	3508106.01
2079	3507238.288
2080	3506136.025
2081	3505303.028
2082	3504387.581
2083	3503416.588
2084	3502575.7
2085	3501593.216
2086	3500759.13
2087	3499798.765
2088	3498968.676
2089	3498261.91
2090	3497469.519
2091	3496558.402
2092	3495894.023
2093	3494978.287
2094	3494261.55
2095	3493464.046
2096	3492759.341
2097	3491707.725
2098	3491036.576
2099	3490170.766
2100	3489263.559
2101	3488361.777
2102	3487328.473
2103	3486379.789
2104	3485650.267
2105	3484933.147
2106	3484058.896
2107	3483200.827
2108	3482388.423
2109	3481576.489
2110	3480773.372
2111	3479763.368
2112	3479039.557
2113	3478173.569
2114	3477424.047
2115	3476780.866
2116	3475892.215
2117	3475087.429
2118	3474068.279
2119	3473185.696
2120	3472459.121
2121	3471595.28
2122	3470645.007
2123	3469694.987
2124	3468841.387
2125	3467975.685
2126	3467175.746
2127	3466142.374
2128	3465323.659
2129	3464363.334
2130	3463541.991
2131	3462700.197
2132	3461858.111
2133	3461041.132
2134	3460268.012
2135	3459295.427
2136	3458605.506
2137	3457796.488
2138	3457148.95
2139	3456331.382
2140	3455539.428
2141	3454744.045
2142	3454009.931
2143	3453071.656
2144	3452168.958
2145	3451326.958
2146	3450529.863
2147	3449887.65
2148	3448886.355
2149	3447974.516
2150	3446990.415
2151	3446166.247
2152	3445397.164
2153	3444621.219
2154	3443846.835
2155	3442771.635
2156	3441911.766
2157	3441172.058
2158	3440120.764
2159	3439370.393
2160	3438333.041
2161	3437581.453
2162	3436475.129
2163	3435636.173
2164	3434755.957
2165	3434024.527
2166	3433332.716
2167	3432687.364
2168	3431981.648
2169	3431154.763
2170	3430275.372
2171	3429546.961
2172	3428586.855
2173	3427555.706
2174	3426677.206
2175	3426067.614
2176	3425164.647
2177	3424314.918
2178	3423564.6
2179	3422692.127
2180	3421623.208
2181	3420967.96
2182	3420170.654
2183	3419297.351
2184	3418525.867
2185	3417496.552
2186	3416690.24
2187	3415737.689
2188	3414974.318
2189	3414270.239
2190	3413529.813
2191	3412605.357
2192	3411853.482
2193	3411057.342
2194	3410359.706
2195	3409635.761
2196	3408990.231
2197	3408305.302
2198	3407470.618
2199	3406593.365
2200	3405734.753
2201	3404822.765
2202	3403798.849
2203	3402998.318
2204	3402230.474
2205	3401365.935
2206	3400661.382
2207	3399943.126
2208	3399046.559
2209	3398349.7
2210	3397658.467
2211	3396840.365
2212	3395940.53
2213	3395301.397
2214	3394619.421
2215	3393985.177
2216	3393328.038
2217	3392409.609
2218	3391459.368
2219	3390612.072
2220	3389769.107
2221	3388951.21
2222	3388107.484
2223	3387407.995
2224	3386621.939
2225	3385721.099
2226	3384922.988
2227	3384100.412
2228	3383228.785
2229	3382451.541
2230	3381404.122
2231	3380452.774
2232	3379700.543
2233	3378926.423
2234	3377976.017
2235	3377184.893
2236	3376341.172
2237	3375578.383
2238	3374849.37
2239	3374095.94
2240	3373379.602
2241	3372528.3
2242	3371758.135
2243	3371019.883
2244	3370325.457
2245	3369541.508
2246	3368674.387
2247	3367992.37
2248	3367222.763
2249	3366372.768
2250	3365747.963
2251	3364708.185
2252	3363997.148
2253	3363210.783
2254	3362418.783
2255	3361565.315
2256	3360859.953
2257	3360055.528
2258	3359330.479
2259	3358490.08
2260	3357770.647
2261	3357034.643
2262	3356168.751
2263	3355448.18
2264	3354784.058
2265	3353867.309
2266	3353119.978
2267	3352252.683
2268	3351493.127
2269	3350730.398
2270	3349674.795
2271	3348960.386
2272	3348237.592
2273	3347452.52
2274	3346696.227
2275	3345890.278
2276	3345124.196
2277	3344113.781
2278	3343130.872
2279	3342286.776
2280	3341563.848
2281	3340940.392
2282	3340186.381
2283	3339283.75
2284	3338515.535
2285	3337806.034
2286	3337123.17
2287	3336310.459
2288	3335509.025
2289	3334803.8
2290	3334052.196
2291	3333279.122
2292	3332411.398
2293	3331566.335
2294	3330662.447
2295	3329931.381
2296	3329079.524
2297	3328085.529
2298	3327400.736
2299	3326637.204
2300	3325829.524
2301	3325063.25
2302	3324348.412
2303	3323632.942
2304	3322886.536
2305	3322252.771
2306	3321438.64
2307	3320554.551
2308	3319784.474
2309	3319181.328
2310	3318392.635
2311	3317639.066
2312	3316947.749
2313	3316085.188
2314	3315272.467
2315	3314362.53
2316	3313598.457
2317	3312842.826
2318	3312048.982
2319	3311250.594
2320	3310519.324
2321	3309661.508
2322	3308881.92
2323	3308129.689
2324	3307393.741
2325	3306810.634
2326	3306190.314
2327	3305577.6
2328	3304957.496
2329	3304228.447
2330	3303381.685
2331	3302456.952
2332	3301672.676
2333	3300938.277
2334	3300203.197
2335	3299450.274
2336	3298860.667
2337	3298100.739
2338	3297275.994
2339	3296686.24
2340	3295868.244
2341	3295057.509
2342	3294244.334
2343	3293435.686
2344	3292752.2
2345	3292029.448
2346	3291354.82
2347	3290635.604
2348	3289759.819
2349	3289042.32
2350	3288234.495
2351	3287572.275
2352	3286864.702
2353	3286209.364
2354	3285384.926
2355	3284543.093
2356	3283860.741
2357	3283047.909
2358	3282377.212
2359	3281641.307
2360	3280759.704
2361	3279826.251
2362	3278959.268
2363	3278280.567
2364	3277579.515
2365	3276604.145
2366	3275752.314
2367	3274873.141
2368	3274020.717
2369	3273282.22
2370	3272529.865
2371	3271850.549
2372	3271125.952
2373	3270496.792
2374	3269891.146
2375	3269041.643
2376	3268154.236
2377	3267211
2378	3266603.966
2379	3265674.732
2380	3264782.339
2381	3264125.426
2382	3263524.18
2383	3262712.931
2384	3261982.055
2385	3261222.288
2386	3260424.901
2387	3259643.457
2388	3258832.018
2389	3257845.604
2390	3257034.787
2391	3256476.446
2392	3255586.397
2393	3254741.145
2394	3254013.311
2395	3253217.92
2396	3252599.685
2397	3251716.329
2398	3250895.994
2399	3249999.34
2400	3249187.504
2401	3248406.112
2402	3247783.799
2403	3247003.072
2404	3246171.707
2405	3245233.973
2406	3244532.696
2407	3243837.538
2408	3243152.804
2409	3242273.522
2410	3241565.57
2411	3240849.197
2412	3240236.216
2413	3239403.031
2414	3238630.558
2415	3237898.85
2416	3237247.362
2417	3236365.01
2418	3235542.543
2419	3234792.793
2420	3233956.2
2421	3233226.81
2422	3232431.439
2423	3231495.091
2424	3230814.163
2425	3230077.566
2426	3229182.447
2427	3228455.805
2428	3227671.782
2429	3226891.776
2430	3226128.225
2431	3225274.577
2432	3224664.861
2433	3223896.601
2434	3223123.287
2435	3222311.76
2436	3221680.413
2437	3220792.352
2438	3220004.893
2439	3219323.548
2440	3218685.792
2441	3218060.541
2442	3217092.32
2443	3216319.1
2444	3215411.03
2445	3214677.689
2446	3214080.106
2447	3213340.96
2448	3212621.273
2449	3211911.466
2450	3211276.419
2451	3210680.206
2452	3209773.874
2453	3209099.093
2454	3208343.2
2455	3207458.134
2456	3206737.819
2457	3206046.285
2458	3205443.59
2459	3204740.347
2460	3204122.193
2461	3203216.326
2462	3202603.324
2463	3201907.456
2464	3201189.252
2465	3200329.528
2466	3199505.044
2467	3198803.232
2468	3198038.938
2469	3197188.518
2470	3196609.006
2471	3195778.238
2472	3195191.169
2473	3194441.209
2474	3193524.995
2475	3192947.363
2476	3192098.346
2477	3191359.634
2478	3190556.567
2479	3189809.756
2480	3189017.831
2481	3188147.876
2482	3187497.067
2483	3186852.409
2484	3186061.326
2485	3185289.574
2486	3184590.012
2487	3183837.229
2488	3183085.669
2489	3182336.801
2490	3181575.422
2491	3180924.916
2492	3180257.614
2493	3179402.738
2494	3178799.287
2495	3178092.369
2496	3177405.987
2497	3176718.805
2498	3176038.607
2499	3175172.872
2500	3174332.819
2501	3173611.542
2502	3172885.468
2503	3172082.36
2504	3171321.911
2505	3170709.74
2506	3170063.542
2507	3169295.099
2508	3168726.917
2509	3167884.812
2510	3167082.161
2511	3166331.903
2512	3165663.878
2513	3164738.187
2514	3163921.179
2515	3163207.597
2516	3162595.526
2517	3161885.022
2518	3161066.863
2519	3160451.663
2520	3159772.325
2521	3159080.059
2522	3158374.633
2523	3157652.962
2524	3156797.104
2525	3156088.545
2526	3155393.43
2527	3154640.162
2528	3153894.646
2529	3153209.202
2530	3152380.033
2531	3151614.165
2532	3150710.948
2533	3150109.631
2534	3149260.892
2535	3148505.01
2536	3147812.423
2537	3147160.315
2538	3146508.854
2539	3145732.609
2540	3144998.615
2541	3144267.339
2542	3143471.849
2543	3142915.622
2544	3142364.59
2545	3141483.059
2546	3140707.648
2547	3139886.426
2548	3139127.797
2549	3138555.467
2550	3137794.239
2551	3137112.885
2552	3136304.094
2553	3135556.093
2554	3134802.029
2555	3134035.146
2556	3133377.504
2557	3132698.789
2558	3131962.966
2559	3131258.37
2560	3130415.407
2561	3129620.137
2562	3128821.485
2563	3128149.085
2564	3127388.214
2565	3126591.734
2566	3125984.834
2567	3125185.008
2568	3124341.358
2569	3123772.158
2570	3122965.913
2571	3122219.927
2572	3121566.186
2573	3120847.285
2574	3120257.301
2575	3119584.852
2576	3118815.446
2577	3117984.047
2578	3117145.133
2579	3116520.259
2580	3115831.004
2581	3115083.871
2582	3114572.523
2583	3113863.183
2584	3113125.63
2585	3112402.575
2586	3111805.653
2587	3111100.149
2588	3110277.527
2589	3109558.626
2590	3108857.104
2591	3108215.339
2592	3107612.463
2593	3106946.136
2594	3106318.477
2595	3105741.838
2596	3104992.352
2597	3104378.321
2598	3103688.201
2599	3102940.294
2600	3102272.119
2601	3101524.049
2602	3100932.046
2603	3100381.629
2604	3099635.073
2605	3099049.027
2606	3098387.847
2607	3097656.279
2608	3096939.041
2609	3096127.155
2610	3095529.694
2611	3094834.759
2612	3094106.667
2613	3093333.189
2614	3092446.714
2615	3091720.631
2616	3090877.257
2617	3090036.78
2618	3089447.28
2619	3088880.952
2620	3088119.032
2621	3087277.726
2622	3086495.51
2623	3085982.596
2624	3085252.077
2625	3084539.708
2626	3083910.54
2627	3083228.85
2628	3082431.986
2629	3081789.352
2630	3081148.611
2631	3080267.188
2632	3079529.896
2633	3078946.072
2634	3078314.671
2635	3077565.317
2636	3076889.934
2637	3076276.712
2638	3075536.718
2639	3074759.926
2640	3074088.497
2641	3073256.532
2642	3072436.65
2643	3071639.937
2644	3070862.117
2645	3070142.256
2646	3069489.416
2647	3068749.983
2648	3067963.083
2649	3067192.597
2650	3066531.171
2651	3065817.003
2652	3065035.982
2653	3064471.535
2654	3063708.851
2655	3063018.427
2656	3062456.514
2657	3061925.403
2658	3061119.686
2659	3060205.92
2660	3059412.62
2661	3058859.441
2662	3058066.802
2663	3057359.15
2664	3056578.328
2665	3055834.821
2666	3055094.802
2667	3054421.335
2668	3053731.194
2669	3052947.214
2670	3052292.361
2671	3051587.818
2672	3050891.627
2673	3050081.98
2674	3049226.432
2675	3048670.881
2676	3048025.406
2677	3047258.342
2678	3046341.251
2679	3045727.274
2680	3045001.87
2681	3044455.254
2682	3043709.596
2683	3042932.136
2684	3042264.879
2685	3041587.091
2686	3040902.988
2687	3040309.796
2688	3039741.013
2689	3038924.748
2690	3038205.533
2691	3037571.793
2692	3036892.049
2693	3036259.886
2694	3035584.02
2695	3034865.833
2696	3034231.131
2697	3033578.157
2698	3032907.461
2699	3032339.552
2700	3031516.608
2701	3030871.912
2702	3030108.35
2703	3029426.953
2704	3028739.196
2705	3027904.199
2706	3027300.471
2707	3026570.473
2708	3025854.236
2709	3025172.005
2710	3024420.68
2711	3023774.237
2712	3023153.19
2713	3022475.057
2714	3021937.914
2715	3021359.326
2716	3020716.698
2717	3020118.308
2718	3019576.576
2719	3018971.009
2720	3018263.686
2721	3017559.313
2722	3016938.827
2723	3016230.903
2724	3015479.174
2725	3014822.838
2726	3014128.095
2727	3013480.032
2728	3012776.251
2729	3012183.912
2730	3011390.331
2731	3010785.004
2732	3010055.951
2733	3009391.065
2734	3008628.165
2735	3007932.963
2736	3007161.088
2737	3006567.575
2738	3005797.98
2739	3005211.184
2740	3004489.925
2741	3003775.172
2742	3002994.134
2743	3002284.957
2744	3001692.656
2745	3001022.329
2746	3000394.703
2747	2999613.331
2748	2998885.475
2749	2998242.71
2750	2997648.468
2751	2996874.546
2752	2996257.259
2753	2995716.403
2754	2995062.806
2755	2994332.688
2756	2993678.73
2757	2993132.999
2758	2992477.792
2759	2991724.207
2760	2991081.414
2761	2990490.814
2762	2989830.19
2763	2989176.062
2764	2988422.764
2765	2987775.619
2766	2987037.228
2767	2986418.161
2768	2985826.996
2769	2985127.068
2770	2984641.405
2771	2983797.13
2772	2983216.488
2773	2982646.928
2774	2981915.036
2775	2981156.879
2776	2980359.487
2777	2979729.621
2778	2979141.214
2779	2978326.695
2780	2977756.771
2781	2976980.044
2782	2976342.631
2783	2975687.964
2784	2974908.732
2785	2974091.618
2786	2973484.475
2787	2972934.9
2788	2972257.325
2789	2971585.17
2790	2970925.979
2791	2970185.277
2792	2969421.997
2793	2968704.242
2794	2968017.687
2795	2967442.976
2796	2966758.312
2797	2966075.268
2798	2965550.661
2799	2965036.255
2800	2964282.481
2801	2963570.573
2802	2962896.967
2803	2962283.15
2804	2961517.998
2805	2960921.194
2806	2960223.34
2807	2959330.725
2808	2958745.82
2809	2958018.34
2810	2957375.599
2811	2956763.922
2812	2956138.43
2813	2955582.923
2814	2954876.987
2815	2954298.257
2816	2953782.077
2817	2953055.55
2818	2952350.704
2819	2951667.059
2820	2950978.41
2821	2950241.404
2822	2949534.314
2823	2948823.71
2824	2948130.749
2825	2947374.626
2826	2946794.835
2827	2945948.492
2828	2945214.487
2829	2944508.256
2830	2943990.848
2831	2943177.174
2832	2942432.391
2833	2941631.278
2834	2940930.435
2835	2940305.289
2836	2939706.452
2837	2938983.925
2838	2938371.556
2839	2937896.513
2840	2937279.147
2841	2936571.345
2842	2935995.384
2843	2935280.296
2844	2934605.642
2845	2933881.853
2846	2933379.822
2847	2932850.407
2848	2932139.609
2849	2931498.932
2850	2930838.715
2851	2930202.163
2852	2929556.317
2853	2928726.091
2854	2928192.285
2855	2927470.503
2856	2926809.022
2857	2926195.763
2858	2925707.253
2859	2925072.937
2860	2924245.516
2861	2923595.812
2862	2922898.643
2863	2922176.414
2864	2921686.968
2865	2921079.994
2866	2920552.585
2867	2919863.228
2868	2919121.388
2869	2918531.079
2870	2917783.371
2871	2917135.801
2872	2916574.753
2873	2915951.534
2874	2915318.529
2875	2914646.655
2876	2913898.892
2877	2913313.122
2878	2912653.537
2879	2911759.658
2880	2910890.445
2881	2910336.627
2882	2909589.307
2883	2908963.35
2884	2908438.13
2885	2907929.645
2886	2907326.2
2887	2906759.399
2888	2906176.525
2889	2905549.895
2890	2904926.716
2891	2904170.478
2892	2903702.525
2893	2903101.202
2894	2902460.016
2895	2901751.485
2896	2900962.612
2897	2900412.535
2898	2899722.669
2899	2899050.75
2900	2898355.029
2901	2897831.531
2902	2897050.982
2903	2896471.336
2904	2895813.739
2905	2895123.856
2906	2894638.378
2907	2894151.854
2908	2893405.995
2909	2892670.623
2910	2892065.018
2911	2891453.087
2912	2890684.498
2913	2890040.053
2914	2889447.858
2915	2888773.878
2916	2888082.965
2917	2887514.58
2918	2886835.229
2919	2886149.468
2920	2885406.491
2921	2884761.467
2922	2884185.295
2923	2883574.035
2924	2882895.087
2925	2882330.156
2926	2881714.558
2927	2881020.824
2928	2880446.565
2929	2879961.828
2930	2879242.965
2931	2878600.987
2932	2877992.629
2933	2877355.788
2934	2876525.431
2935	2875791.909
2936	2875093.928
2937	2874418.125
2938	2873691.82
2939	2873001.161
2940	2872470.504
2941	2871853.179
2942	2871210.447
2943	2870698.55
2944	2870057.077
2945	2869223.967
2946	2868708.961
2947	2868078.044
2948	2867577.92
2949	2866888.91
2950	2866305.818
2951	2865814.524
2952	2865270.376
2953	2864802.896
2954	2864232.666
2955	2863548.182
2956	2862886.819
2957	2862258.414
2958	2861597.3
2959	2860823.772
2960	2860264.734
2961	2859774.865
2962	2859183.691
2963	2858451.794
2964	2857947.614
2965	2857445.294
2966	2856957.68
2967	2856210.779
2968	2855500.319
2969	2854954.279
2970	2854205.462
2971	2853701.602
2972	2853142.741
2973	2852574.65
2974	2852033.71
2975	2851472.837
2976	2850819.229
2977	2850257.146
2978	2849613.524
2979	2849058.9
2980	2848347.412
2981	2847863.052
2982	2847210.96
2983	2846489.651
2984	2845946.048
2985	2845186.323
2986	2844551.939
2987	2843924.707
2988	2843459.94
2989	2842859.809
2990	2842237.873
2991	2841493.405
2992	2840938.33
2993	2840310.402
2994	2839829.791
2995	2839262.018
2996	2838542.225
2997	2837898.411
2998	2837333.104
2999	2836742.889
3000	2836071.298
3001	2835461.369
3002	2834890.045
3003	2834189.277
3004	2833719.608
3005	2833142.958
3006	2832639.421
3007	2832054.853
3008	2831447.815
3009	2830921.211
3010	2830416.746
3011	2829880.341
3012	2829180.111
3013	2828572.667
3014	2827998.16
3015	2827389.569
3016	2826632.299
3017	2826044.745
3018	2825521.052
3019	2824942.132
3020	2824373.053
3021	2823796.614
3022	2823293.055
3023	2822607.77
3024	2821789.171
3025	2821193.245
3026	2820513.601
3027	2819828.205
3028	2819269.232
3029	2818824.423
3030	2818060.68
3031	2817440.614
3032	2816757.179
3033	2816264.59
3034	2815430.384
3035	2814804.157
3036	2814257.53
3037	2813653.87
3038	2813092.647
3039	2812443.153
3040	2811820.321
3041	2811024.634
3042	2810532.564
3043	2809953.144
3044	2809112.69
3045	2808440.672
3046	2807754.999
3047	2807070.883
3048	2806377.476
3049	2805762.673
3050	2805282.407
3051	2804719.247
3052	2804119.022
3053	2803509.281
3054	2802927.964
3055	2802438.603
3056	2801702.679
3057	2801078.089
3058	2800470.328
3059	2799879.225
3060	2799187.47
3061	2798483.822
3062	2797989.213
3063	2797527.55
3064	2796865.11
3065	2796253.766
3066	2795613.329
3067	2795023.425
3068	2794437.301
3069	2793887.281
3070	2793319.424
3071	2792778.068
3072	2792284.529
3073	2791789.752
3074	2791098.55
3075	2790620.498
3076	2790002.382
3077	2789345.757
3078	2788653.401
3079	2788035.791
3080	2787330.846
3081	2786607.345
3082	2786050.629
3083	2785449.213
3084	2784996.319
3085	2784321.532
3086	2783690.141
3087	2783043.25
3088	2782483.896
3089	2781863.656
3090	2781185.535
3091	2780628.345
3092	2780072.367
3093	2779415.788
3094	2778773.654
3095	2778120.318
3096	2777374.216
3097	2776717.23
3098	2775981.408
3099	2775304.069
3100	2774793.161
3101	2774206.333
3102	2773494.287
3103	2772852.032
3104	2772118.396
3105	2771497.278
3106	2771029.636
3107	2770557.597
3108	2770068.121
3109	2769409.316
3110	2768861.624
3111	2768179.516
3112	2767600.21
3113	2766927.97
3114	2766305.31
3115	2765750.569
3116	2765126.661
3117	2764464.522
3118	2763811.294
3119	2763237.377
3120	2762615.609
3121	2761962.283
3122	2761502.2
3123	2760907.54
3124	2760337.62
3125	2759635.803
3126	2759037.582
3127	2758463.679
3128	2757924.421
3129	2757335.042
3130	2756666.517
3131	2756059.073
3132	2755606.161
3133	2754911.913
3134	2754257.503
3135	2753677.075
3136	2753138.528
3137	2752551.574
3138	2751910.317
3139	2751363.061
3140	2750691.939
3141	2749976.027
3142	2749365.863
3143	2748692.654
3144	2748007.549
3145	2747490.892
3146	2746919.857
3147	2746336.812
3148	2745699.58
3149	2745124.394
3150	2744562.361
3151	2743869.339
3152	2743126.506
3153	2742668.68
3154	2742078.031
3155	2741460.709
3156	2741006.541
3157	2740515.765
3158	2739947.043
3159	2739362.63
3160	2738884.397
3161	2738194.168
3162	2737665.13
3163	2737028.046
3164	2736360.749
3165	2735711.599
3166	2735096.602
3167	2734502.481
3168	2733824.774
3169	2733215.771
3170	2732525.114
3171	2731870.246
3172	2731305.585
3173	2730823.197
3174	2730251.05
3175	2729646.255
3176	2729085.754
3177	2728409.284
3178	2727910.402
3179	2727220.909
3180	2726622.995
3181	2726009.112
3182	2725509.911
3183	2724964.775
3184	2724491.663
3185	2723826.803
3186	2723284.576
3187	2722753.096
3188	2722159.531
3189	2721577.076
3190	2721067.133
3191	2720605.178
3192	2720034.255
3193	2719347.981
3194	2718708.965
3195	2718149.705
3196	2717500.78
3197	2716897.462
3198	2716449.212
3199	2716015.967
3200	2715473.861
3201	2714873.485
3202	2714215.776
3203	2713579.514
3204	2713040.484
3205	2712319.826
3206	2711741.325
3207	2711121.251
3208	2710474.119
3209	2709870.74
3210	2709431.761
3211	2708856.291
3212	2708343.447
3213	2707650.182
3214	2707037.181
3215	2706517.941
3216	2706075.038
3217	2705412.197
3218	2704914.363
